10249.C001.01SS,1,0
10249.C001.02SS,1,36
10249.C001.03SS,1,42
10249.C001.04SS,1,49
10249.C001.05SS,1,57
10249.C001.06SS,1,61
10249.C001.07SS,1,92
10249.C001.08SS,1,122
10249.C001.09SS,1,153
10249.C001.10SS,1,183
10249.C001.11SS,1,214
10249.C001.12SS,1,244
10249.C001.13SS,1,273
10249.C001.14SS,1,294
10249.C001.15SS,1,300
10249.C001.16SS,1,307
10249.C001.17SS,1,337
10249.C001.18SS,1,367
10249.C001.19SS,1,375
10249.C001.20SS,1,378
10249.C001.21SS,1,387
10249.C001.22SS,1,393
10249.C001.23SS,1,398
10249.C001.24SS,1,406
10249.C001.25SS,1,411
10249.C001.26SS,1,427
10249.C001.27SS,1,435
10249.C001.28SS,1,447
10249.C001.29SS,1,488
10249.C001.30SS,1,551
10249.C001.31SS,1,613
10249.C001.32SS,1,677
10249.C001.34SS,1,733
10249.C001.35SS,1,792
10249.C001.36SS,1,855
10249.C001.37SS,1,917
10249.C001.38SS,1,977
10249.C001.39SS,1,994
10249.C001.40SS,1,999
10249.C001.41SS,1,1003
10249.C001.42SS,1,1038
10249.C002.01SS,2,0
10249.C002.02SS,2,32
10249.C002.03SS,2,53
10249.C002.04SS,2,60
10249.C002.05SS,2,89
10249.C002.06SS,2,123
10249.C002.07SS,2,158
10249.C002.08SS,2,190
10249.C002.09SS,2,249
10249.C002.10SS,2,284
10249.C002.11SS,2,315
10249.C002.12SS,2,338
10249.C002.13SS,2,369
10249.C002.14SS,2,460
10249.C002.15SS,2,488
10249.C002.16SS,2,555
10249.C002.17SS,2,630
10249.C002.18SS,2,678
10249.C002.19SS,2,731
10249.C002.20SS,2,798
10249.C002.21SS,2,856
10249.C002.22SS,2,917
10249.C002.23SS,2,988
10249.C004.01SS,4,0
10249.C004.02SS,4,31
10249.C004.03SS,4,55
10249.C004.04SS,4,91
10249.C004.05SS,4,124
10249.C004.06SS,4,154
10249.C004.07SS,4,186
10249.C004.08SS,4,214
10249.C004.09SS,4,245
10249.C004.10SS,4,257
10249.C004.11SS,4,266
10249.C004.12SS,4,278
10249.C004.13SS,4,308
10249.C004.14SS,4,340
10249.C004.15SS,4,366
10249.C004.16SS,4,464
10249.C005.01SS,5,1
10249.C005.02SS,5,29
10249.C005.03SS,5,43
10249.C005.04SS,5,63
10249.C005.05SS,5,93
10249.C005.07SS,5,155
10249.C005.08SS,5,183
10249.C005.09SS,5,213
10249.C005.10SS,5,245
10249.C005.11SS,5,276
10249.C005.12SS,5,304
10249.C005.13SS,5,332
10249.C005.14SS,5,367
10249.C005.15SS,5,428
10249.C005.16SS,5,485
10249.C005.17SS,5,549
10249.C005.18SS,5,612
10249.C005.19SS,5,667
10249.C005.20SS,5,735
10249.C005.21SS,5,793
10249.C005.22SS,5,855
10249.C005.23SS,5,911
10249.C005.24SS,5,982
10249.C007.01SS,7,1
10249.C007.02SS,7,30
10249.C007.03SS,7,49
10249.C007.04SS,7,66
10249.C007.05SS,7,93
10249.C007.06SS,7,127
10249.C007.07SS,7,155
10249.C007.08SS,7,183
10249.C007.09SS,7,214
10249.C007.10SS,7,219
10249.C007.11SS,7,243
10249.C007.12SS,7,258
10249.C007.13SS,7,266
10249.C007.14SS,7,274
10249.C007.15SS,7,303
10249.C007.16SS,7,334
10249.C007.17SS,7,364
10249.C007.18SS,7,427
10249.C007.19SS,7,490
10249.C007.20SS,7,551
10249.C007.21SS,7,608
10249.C007.22SS,7,669
10249.C007.23SS,7,729
10249.C007.24SS,7,793
10249.C007.25SS,7,815
10249.C007.26SS,7,853
10249.C007.27SS,7,874
10249.C007.29SS,7,917
10249.C007.30SS,7,949
10249.C008.01SS,8,1
10249.C008.02SS,8,31
10249.C008.03SS,8,72
10249.C008.04SS,8,126
10249.C008.05SS,8,159
10249.C008.06SS,8,189
10249.C008.07SS,8,194
10249.C008.08SS,8,212
10249.C008.09SS,8,250
10249.C008.10SS,8,273
10249.C008.11SS,8,308
10249.C008.12SS,8,364
10249.C008.13SS,8,437
10249.C008.14SS,8,490
10249.C008.15SS,8,552
10249.C008.16SS,8,615
10249.C008.17SS,8,759
10249.C008.18SS,8,795
10249.C009.01SS,9,1
10249.C009.02SS,9,31
10249.C009.03SS,9,64
10249.C009.04SS,9,94
10249.C009.05SS,9,122
10249.C009.06SS,9,155
10249.C009.07SS,9,185
10249.C009.08SS,9,214
10249.C009.09SS,9,246
10249.C009.10SS,9,273
10249.C009.11SS,9,305
10249.C009.12SS,9,339
10249.C009.13SS,9,366
10249.C009.14SS,9,429
10249.C009.16SS,9,555
10249.C009.17SS,9,613
10249.C009.18SS,9,681
10249.C009.19SS,9,739
10249.C009.20SS,9,800
10249.C009.21SS,9,864
10249.C009.22SS,9,928
10249.C010.01SS,10,2
10249.C010.02SS,10,30
10249.C010.03SS,10,39
10249.C010.04SS,10,43
10249.C010.05SS,10,60
10249.C010.06SS,10,93
10249.C010.07SS,10,123
10249.C010.08SS,10,152
10249.C010.09SS,10,183
10249.C010.10SS,10,219
10249.C010.11SS,10,246
10249.C010.12SS,10,275
10249.C010.13SS,10,305
10249.C010.14SS,10,337
10249.C010.15SS,10,368
10249.C010.16SS,10,431
10249.C010.17SS,10,502
10249.C010.18SS,10,613
10249.C010.19SS,10,677
10249.C010.20SS,10,737
10249.C010.21SS,10,794
10249.C011.01SS,11,1
10249.C011.02SS,11,36
10249.C011.03SS,11,65
10249.C011.04SS,11,120
10249.C011.05SS,11,156
10249.C011.06SS,11,187
10249.C011.07SS,11,210
10249.C011.08SS,11,247
10249.C011.09SS,11,273
10249.C011.10SS,11,303
10249.C011.11SS,11,338
10249.C011.12SS,11,373
10249.C011.14SS,11,486
10249.C011.15SS,11,509
10249.C011.16SS,11,553
10249.C011.17SS,11,610
10249.C011.18SS,11,676
10249.C011.19SS,11,737
10249.C011.20SS,11,795
10249.C011.21SS,11,854
10249.C012.01SS,12,2
10249.C012.02SS,12,29
10249.C012.03SS,12,40
10249.C012.04SS,12,62
10249.C012.05SS,12,99
10249.C012.06SS,12,123
10249.C012.07SS,12,146
10249.C012.08SS,12,154
10249.C012.09SS,12,188
10249.C012.10SS,12,215
10249.C012.11SS,12,244
10249.C012.12SS,12,272
10249.C012.13SS,12,305
10249.C012.14SS,12,335
10249.C012.15SS,12,365
10249.C012.16SS,12,426
10249.C012.17SS,12,490
10249.C012.18SS,12,560
10249.C012.19SS,12,609
10249.C012.20SS,12,675
10249.C012.21SS,12,732
10249.C012.22SS,12,739
10249.C014.01SS,14,1
10249.C014.02SS,14,31
10249.C014.03SS,14,71
10249.C014.04SS,14,92
10249.C014.05SS,14,121
10249.C014.06SS,14,154
10249.C014.07SS,14,184
10249.C014.08SS,14,211
10249.C014.09SS,14,239
10249.C014.10SS,14,276
10249.C014.12SS,14,333
10249.C014.13SS,14,368
10249.C014.14SS,14,394
10249.C014.15SS,14,426
10249.C014.16SS,14,486
10249.C014.17SS,14,549
10249.C014.18SS,14,614
10249.C014.19SS,14,675
10249.C014.20SS,14,737
10249.C014.21SS,14,792
10249.C014.22SS,14,854
10249.C016.01SS,16,1
10249.C016.02SS,16,8
10249.C016.03SS,16,31
10249.C016.04SS,16,45
10249.C016.05SS,16,64
10249.C016.06SS,16,92
10249.C016.07SS,16,124
10249.C016.08SS,16,152
10249.C016.09SS,16,180
10249.C016.10SS,16,213
10249.C016.11SS,16,242
10249.C016.12SS,16,272
10249.C016.13SS,16,303
10249.C016.14SS,16,333
10249.C016.15SS,16,366
10249.C016.16SS,16,395
10249.C016.17SS,16,428
10249.C016.18SS,16,489
10249.C016.19SS,16,549
10249.C016.20SS,16,608
10249.C016.21SS,16,672
10249.C016.22SS,16,733
10249.C016.23SS,16,796
10249.C016.24SS,16,852
10249.C017.01SS,17,0
10249.C017.02SS,17,2
10249.C017.03SS,17,2
10249.C017.04SS,17,32
10249.C017.05SS,17,45
10249.C017.06SS,17,63
10249.C017.07SS,17,91
10249.C017.08SS,17,123
10249.C017.09SS,17,152
10249.C017.10SS,17,179
10249.C017.11SS,17,216
10249.C017.12SS,17,247
10249.C018.01SS,18,2
10249.C018.02SS,18,33
10249.C018.03SS,18,90
10249.C018.04SS,18,125
10249.C018.05SS,18,154
10249.C018.06SS,18,189
10249.C018.07SS,18,214
10249.C018.08SS,18,244
10249.C018.09SS,18,282
10249.C018.10SS,18,312
10249.C018.11SS,18,336
10249.C018.12SS,18,373
10249.C018.13SS,18,425
10249.C018.14SS,18,489
10249.C018.15SS,18,548
10249.C018.16SS,18,606
10249.C018.17SS,18,732
10249.C018.18SS,18,790
10249.C018.19SS,18,853
10249.C020.01SS,20,0
10249.C020.02SS,20,7
10249.C020.03SS,20,9
10249.C020.04SS,20,11
10249.C020.05SS,20,13
10249.C020.06SS,20,15
10249.C020.07SS,20,33
10249.C020.08SS,20,69
10249.C020.09SS,20,95
10249.C020.10SS,20,123
10249.C020.11SS,20,153
10249.C020.12SS,20,180
10249.C020.13SS,20,211
10249.C020.14SS,20,243
10249.C020.15SS,20,273
10249.C020.16SS,20,305
10249.C020.17SS,20,334
10249.C020.18SS,20,365
10249.C020.19SS,20,426
10249.C020.20SS,20,487
10249.C020.21SS,20,551
10249.C020.22SS,20,593
10249.C020.23SS,20,594
10249.C020.24SS,20,599
10249.C020.25SS,20,604
10249.C020.26SS,20,670
10249.C020.27SS,20,745
10249.C020.28SS,20,791
10249.C020.29SS,20,856
10249.C021.01SS,21,1
10249.C021.02SS,21,2
10249.C021.03SS,21,37
10249.C021.04SS,21,94
10249.C021.05SS,21,161
10249.C021.06SS,21,188
10249.C021.07SS,21,245
10249.C021.08SS,21,306
10249.C021.09SS,21,347
10249.C021.10SS,21,351
10249.C021.11SS,21,383
10249.C021.12SS,21,499
10249.C021.13SS,21,559
10249.C021.14SS,21,746
10249.C021.15SS,21,872
10249.C022.01SS,22,0
10249.C022.02SS,22,32
10249.C022.03SS,22,63
10249.C022.04SS,22,96
10249.C022.05SS,22,122
10249.C022.06SS,22,153
10249.C022.07SS,22,182
10249.C022.08SS,22,217
10249.C022.09SS,22,243
10249.C022.10SS,22,273
10249.C022.11SS,22,304
10249.C022.12SS,22,342
10249.C022.13SS,22,370
10249.C022.14SS,22,443
10249.C022.15SS,22,489
10249.C022.16SS,22,551
10249.C022.18SS,22,671
10249.C022.19SS,22,737
10249.C022.20SS,22,791
10249.C022.21SS,22,856
10249.C023.01SS,23,1
10249.C024.01SS,24,0
10249.C024.02SS,24,33
10249.C024.03SS,24,43
10249.C024.04SS,24,61
10249.C024.05SS,24,75
10249.C024.06SS,24,86
10249.C024.07SS,24,129
10249.C024.08SS,24,150
10249.C024.09SS,24,182
10249.C024.10SS,24,213
10249.C024.12SS,24,272
10249.C024.13SS,24,310
10249.C024.14SS,24,337
10249.C024.15SS,24,373
10249.C024.16SS,24,416
10249.C024.17SS,24,490
10249.C024.18SS,24,551
10249.C024.19SS,24,611
10249.C024.20SS,24,673
10249.C024.21SS,24,734
10249.C024.22SS,24,799
10249.C025.01SS,25,1
10249.C025.02SS,25,30
10249.C025.03SS,25,42
10249.C025.04SS,25,60
10249.C025.05SS,25,94
10249.C025.06SS,25,124
10249.C025.07SS,25,158
10249.C025.08SS,25,183
10249.C025.09SS,25,211
10249.C025.10SS,25,240
10249.C025.11SS,25,280
10249.C025.12SS,25,303
10249.C025.13SS,25,337
10249.C025.14SS,25,365
10249.C025.15SS,25,428
10249.C025.16SS,25,489
10249.C025.17SS,25,548
10249.C025.18SS,25,615
10249.C025.19SS,25,666
10249.C025.20SS,25,734
10249.C025.21SS,25,792
10249.C027.01SS,27,1
10249.C027.02SS,27,35
10249.C027.03SS,27,69
10249.C027.04SS,27,91
10249.C027.05SS,27,119
10249.C027.06SS,27,155
10249.C027.07SS,27,181
10249.C027.08SS,27,211
10249.C027.09SS,27,243
10249.C027.10SS,27,275
10249.C027.12SS,27,289
10249.C027.13SS,27,306
10249.C027.14SS,27,338
10249.C027.15SS,27,370
10249.C027.16SS,27,429
10249.C027.17SS,27,489
10249.C027.18SS,27,551
10249.C027.19SS,27,607
10249.C027.20SS,27,673
10249.C027.21SS,27,736
10249.C027.22SS,27,797
10249.C030.01SS,30,0
10249.C030.02SS,30,34
10249.C030.03SS,30,44
10249.C030.04SS,30,61
10249.C030.05SS,30,90
10249.C030.06SS,30,122
10249.C030.07SS,30,150
10249.C030.08SS,30,183
10249.C030.09SS,30,214
10249.C030.10SS,30,243
10249.C030.11SS,30,276
10249.C030.12SS,30,303
10249.C030.13SS,30,334
10249.C030.14SS,30,365
10249.C030.15SS,30,400
10249.C030.16SS,30,429
10249.C030.17SS,30,495
10249.C030.18SS,30,554
10249.C030.19SS,30,606
10249.C030.20SS,30,674
10249.C030.21SS,30,746
10249.C031.01SS,31,0
10249.C031.02SS,31,32
10249.C031.03SS,31,41
10249.C031.04SS,31,54
10249.C031.05SS,31,89
10249.C031.06SS,31,119
10249.C031.07SS,31,152
10249.C031.08SS,31,184
10249.C031.09SS,31,210
10249.C031.10SS,31,243
10249.C031.11SS,31,275
10249.C031.12SS,31,307
10249.C031.13SS,31,341
10249.C031.14SS,31,365
10249.C031.15SS,31,396
10249.C031.16SS,31,428
10249.C031.17SS,31,491
10249.C031.18SS,31,547
10249.C031.19SS,31,618
10249.C031.20SS,31,666
10249.C031.21SS,31,729
10249.C032.01SS,32,1
10249.C032.02SS,32,31
10249.C032.03SS,32,52
10249.C032.04SS,32,59
10249.C032.05SS,32,91
10249.C032.06SS,32,118
10249.C032.07SS,32,153
10249.C032.09SS,32,209
10249.C032.10SS,32,246
10249.C032.11SS,32,272
10249.C032.13SS,32,337
10249.C032.14SS,32,342
10249.C032.15SS,32,370
10249.C032.16SS,32,422
10249.C032.17SS,32,485
10249.C032.19SS,32,555
10249.C032.20SS,32,609
10249.C032.21SS,32,674
10249.C032.22SS,32,734
10249.C032.23SS,32,772
10249.C033.01SS,33,0
10249.C033.02SS,33,32
10249.C033.03SS,33,61
10249.C033.04SS,33,119
10249.C033.05SS,33,147
10249.C033.06SS,33,180
10249.C033.07SS,33,211
10249.C033.08SS,33,230
10249.C033.09SS,33,236
10249.C033.10SS,33,240
10249.C033.11SS,33,272
10249.C033.12SS,33,305
10249.C033.13SS,33,340
10249.C033.14SS,33,365
10249.C033.15SS,33,427
10249.C033.16SS,33,485
10249.C033.17SS,33,547
10249.C033.18SS,33,608
10249.C033.19SS,33,670
10249.C033.20SS,33,751
10249.C034.01SS,34,1
10249.C034.02SS,34,34
10249.C034.03SS,34,45
10249.C034.04SS,34,63
10249.C034.05SS,34,90
10249.C034.06SS,34,119
10249.C034.07SS,34,166
10249.C034.08SS,34,183
10249.C034.09SS,34,214
10249.C034.10SS,34,243
10249.C034.11SS,34,273
10249.C034.12SS,34,308
10249.C034.13SS,34,335
10249.C034.14SS,34,369
10249.C034.15SS,34,424
10249.C034.16SS,34,483
10249.C034.17SS,34,539
10249.C035.01SS,35,0
10249.C035.02SS,35,31
10249.C035.03SS,35,61
10249.C035.04SS,35,91
10249.C035.05SS,35,122
10249.C035.06SS,35,153
10249.C035.07SS,35,182
10249.C035.08SS,35,214
10249.C035.09SS,35,244
10249.C035.10SS,35,277
10249.C035.11SS,35,307
10249.C035.12SS,35,334
10249.C035.13SS,35,367
10249.C035.14SS,35,427
10249.C035.15SS,35,488
10249.C035.16SS,35,551
10249.C035.17SS,35,608
10249.C036.01SS,36,0
10249.C036.02SS,36,42
10249.C036.03SS,36,65
10249.C036.04SS,36,126
10249.C036.05SS,36,162
10249.C036.07SS,36,216
10249.C036.08SS,36,243
10249.C036.09SS,36,276
10249.C036.10SS,36,308
10249.C036.11SS,36,334
10249.C036.12SS,36,364
10249.C036.13SS,36,425
10249.C036.14SS,36,490
10249.C036.15SS,36,559
10249.C036.16SS,36,610
10249.C037.01SS,37,1
10249.C037.02SS,37,33
10249.C037.04SS,37,92
10249.C037.05SS,37,123
10249.C037.06SS,37,156
10249.C037.07SS,37,199
10249.C037.08SS,37,215
10249.C037.09SS,37,253
10249.C037.10SS,37,274
10249.C037.11SS,37,307
10249.C037.12SS,37,335
10249.C037.13SS,37,375
10249.C037.14SS,37,426
10249.C037.15SS,37,497
10249.C037.16SS,37,554
10249.C037.17SS,37,612
10249.C037.18SS,37,674
10249.C038.01SS,38,2
10249.C038.02SS,38,33
10249.C038.04SS,38,61
10249.C038.05SS,38,98
10249.C038.06SS,38,123
10249.C038.07SS,38,153
10249.C038.08SS,38,187
10249.C038.09SS,38,215
10249.C038.10SS,38,250
10249.C038.11SS,38,278
10249.C038.12SS,38,305
10249.C038.13SS,38,334
10249.C038.14SS,38,365
10249.C038.15SS,38,428
10249.C038.16SS,38,487
10249.C038.18SS,38,610
10249.C041.01SS,41,0
10249.C041.02SS,41,32
10249.C041.03SS,41,64
10249.C041.04SS,41,96
10249.C041.05SS,41,126
10249.C041.06SS,41,157
10249.C041.08SS,41,186
10249.C041.09SS,41,214
10249.C041.10SS,41,232
10249.C041.11SS,41,246
10249.C041.12SS,41,278
10249.C041.13SS,41,310
10249.C041.14SS,41,339
10249.C041.16SS,41,424
10249.C041.17SS,41,488
10249.C041.18SS,41,556
10249.C041.19SS,41,618
10249.C041.20SS,41,647
10249.C042.01SS,42,0
10249.C042.02SS,42,31
10249.C042.03SS,42,61
10249.C042.04SS,42,91
10249.C042.05SS,42,122
10249.C042.06SS,42,154
10249.C042.07SS,42,182
10249.C042.08SS,42,216
10249.C042.09SS,42,247
10249.C042.10SS,42,277
10249.C042.11SS,42,310
10249.C042.12SS,42,337
10249.C042.13SS,42,374
10249.C042.14SS,42,438
10249.C042.15SS,42,493
10249.C042.16SS,42,557
10249.C042.17SS,42,616
10249.C043.01SS,43,0
10249.C043.02SS,43,35
10249.C043.03SS,43,61
10249.C043.04SS,43,96
10249.C043.05SS,43,126
10249.C043.06SS,43,154
10249.C043.07SS,43,189
10249.C043.08SS,43,217
10249.C043.09SS,43,245
10249.C043.10SS,43,275
10249.C043.11SS,43,306
10249.C043.12SS,43,312
10249.C043.14SS,43,364
10249.C043.15SS,43,428
10249.C043.16SS,43,490
10249.C043.17SS,43,550
10249.C043.18SS,43,555
10249.C043.19SS,43,572
10249.C043.20SS,43,616
10249.C044.01SS,44,1
10249.C044.02SS,44,33
10249.C044.03SS,44,41
10249.C044.04SS,44,62
10249.C044.05SS,44,92
10249.C044.06SS,44,127
10249.C044.07SS,44,155
10249.C044.08SS,44,186
10249.C044.09SS,44,222
10249.C044.10SS,44,244
10249.C044.11SS,44,276
10249.C044.12SS,44,307
10249.C044.13SS,44,334
10249.C044.15SS,44,424
10249.C044.16SS,44,497
10249.C044.17SS,44,553
10249.C045.01SS,45,0
10249.C045.02SS,45,31
10249.C045.03SS,45,61
10249.C045.04SS,45,91
10249.C045.05SS,45,120
10249.C045.06SS,45,154
10249.C045.08SS,45,213
10249.C045.09SS,45,245
10249.C045.10SS,45,276
10249.C045.11SS,45,304
10249.C045.12SS,45,344
10249.C045.13SS,45,365
10249.C046.01SS,46,1
10249.C046.02SS,46,31
10249.C046.03SS,46,54
10249.C046.04SS,46,93
10249.C046.05SS,46,124
10249.C046.06SS,46,151
10249.C046.07SS,46,184
10249.C046.08SS,46,211
10249.C046.09SS,46,244
10249.C046.10SS,46,274
10249.C046.11SS,46,306
10249.C046.12SS,46,336
10249.C046.13SS,46,366
10249.C046.14SS,46,433
10249.C047.02SS,47,32
10249.C047.05SS,47,94
10249.C047.06SS,47,126
10249.C047.07SS,47,156
10249.C047.08SS,47,185
10249.C047.09SS,47,221
10249.C047.10SS,47,249
10249.C047.11SS,47,277
10249.C047.13SS,47,347
10249.C049.01SS,49,4
10249.C049.02SS,49,5
10249.C049.03SS,49,32
10249.C049.04SS,49,60
10249.C049.07SS,49,124
10249.C049.08SS,49,154
10249.C049.09SS,49,181
10249.C049.10SS,49,213
10249.C049.11SS,49,243
10249.C049.12SS,49,274
10249.C049.13SS,49,305
10249.C049.14SS,49,337
10249.C052.02SS,52,1
10249.C052.03SS,52,32
10249.C052.04SS,52,62
10249.C052.06SS,52,127
10249.C052.07SS,52,154
10249.C052.08SS,52,188
10249.C052.09SS,52,245
10249.C053.02SS,53,30
10249.C053.03SS,53,45
10249.C053.04SS,53,62
10249.C053.05SS,53,95
10249.C053.06SS,53,123
10249.C053.07SS,53,153
10249.C053.08SS,53,183
10249.C053.09SS,53,214
10249.C055.01SS,55,0
10249.C055.02SS,55,30
10249.C055.03SS,55,41
10249.C055.04SS,55,64
10249.C055.05SS,55,91
10249.C055.06SS,55,120
10249.C055.07SS,55,155
10249.C055.08SS,55,183
10249.C055.09SS,55,211
10249.C056.01SS,56,0
10249.C056.02SS,56,1
10249.C056.03SS,56,31
10249.C056.04SS,56,31
10249.C056.05SS,56,65
10249.C056.06SS,56,93
10249.C056.07SS,56,122
10249.C056.08SS,56,153
10249.C056.09SS,56,184
10249.C056.10SS,56,215
10249.C057.02SS,57,31
10249.C057.03SS,57,62
10249.C057.04SS,57,91
10249.C057.05SS,57,125
10249.C057.06SS,57,157
10249.C057.08SS,57,215
10249.C057.09SS,57,238
10249.C057.10SS,57,244
10249.C057.11SS,57,277
